,Team,Date,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,D_eFG%,D_TOV%,D_ORB%,D_FTFTA
367,DEN,2015-11-05,1,UTA,0.0,84,96,96.2,109.9,87.3,0.472,0.278,0.483,51.1,57.1,4.6,9.8,0.424,13.0,26.2,0.319,0.5,9.8,73.9,0.129
368,DEN,2015-11-06,0,GSW,0.0,104,119,96.3,110.2,108.0,0.239,0.261,0.511,45.4,59.0,12.0,8.9,0.467,15.7,18.4,0.196,0.586,16.5,72.9,0.108
369,DEN,2015-11-09,1,POR,1.0,108,104,111.3,107.2,97.0,0.416,0.247,0.593,54.7,50.0,5.2,11.3,0.565,13.3,21.6,0.273,0.451,8.0,79.6,0.242
370,DEN,2015-11-11,1,MIL,1.0,103,102,117.5,116.4,87.6,0.304,0.304,0.575,52.2,69.2,11.4,10.5,0.544,13.5,35.9,0.215,0.595,16.2,73.3,0.101
371,DEN,2015-11-13,1,HOU,1.0,107,98,107.3,98.3,99.7,0.395,0.247,0.563,53.5,67.6,10.0,8.3,0.512,15.9,27.3,0.296,0.487,18.1,81.0,0.299
372,DEN,2015-11-14,0,PHO,0.0,81,105,79.8,103.5,101.4,0.082,0.357,0.399,42.4,38.2,7.9,10.0,0.378,9.0,16.1,0.071,0.506,17.3,76.7,0.238
373,DEN,2015-11-17,0,NOP,1.0,115,98,129.6,110.4,88.8,0.153,0.353,0.634,56.6,60.0,5.6,10.0,0.618,12.5,30.6,0.118,0.536,9.3,80.0,0.108
374,DEN,2015-11-18,0,SAS,0.0,98,109,105.9,117.8,92.6,0.184,0.153,0.463,50.0,65.8,7.6,7.4,0.413,5.4,29.8,0.173,0.541,9.5,76.7,0.186
375,DEN,2015-11-20,1,PHO,0.0,107,114,111.9,119.3,95.6,0.289,0.267,0.527,47.5,58.5,8.4,7.7,0.483,9.8,30.4,0.222,0.601,17.4,70.6,0.241
376,DEN,2015-11-22,1,GSW,0.0,105,118,101.3,113.8,103.7,0.407,0.174,0.518,47.1,62.2,8.7,5.0,0.453,15.8,27.1,0.314,0.612,18.1,71.8,0.101
377,DEN,2015-11-24,1,LAC,0.0,94,111,98.6,116.4,95.3,0.372,0.321,0.518,52.7,51.6,3.1,0.0,0.449,15.0,20.0,0.308,0.519,6.6,78.4,0.367
378,DEN,2015-11-27,1,SAS,0.0,80,91,87.0,99.0,92.0,0.169,0.26,0.484,46.8,54.8,8.7,3.8,0.448,17.9,17.8,0.143,0.533,18.2,85.3,0.147
379,DEN,2015-11-28,0,DAL,0.0,81,92,89.7,101.8,90.3,0.227,0.333,0.491,51.7,56.7,10.0,9.8,0.453,19.5,23.8,0.173,0.474,12.8,77.8,0.247
380,DEN,2015-11-30,0,MIL,0.0,74,92,81.8,101.7,90.4,0.213,0.253,0.451,53.1,67.9,6.6,6.8,0.413,21.1,25.0,0.16,0.494,13.0,80.5,0.208
381,DEN,2015-12-02,0,CHI,0.0,90,99,93.4,102.7,96.4,0.237,0.161,0.438,44.1,72.2,8.3,11.1,0.414,6.4,21.7,0.14,0.438,12.2,70.6,0.236
382,DEN,2015-12-03,0,TOR,1.0,106,105,114.6,113.5,92.5,0.222,0.333,0.596,51.9,78.9,2.2,6.2,0.543,11.0,16.7,0.222,0.467,3.8,80.0,0.207
383,DEN,2015-12-05,0,PHI,1.0,108,105,109.3,106.3,98.8,0.469,0.383,0.553,54.0,67.6,8.1,9.3,0.525,14.8,28.3,0.284,0.601,19.0,82.9,0.216
384,DEN,2015-12-08,1,ORL,0.0,74,85,74.6,85.6,99.3,0.238,0.286,0.399,46.5,67.9,11.1,9.7,0.375,15.5,18.5,0.131,0.438,17.8,78.7,0.091
385,DEN,2015-12-11,1,MIN,,111,108,110.0,107.0,91.4,0.384,0.326,0.552,53.8,55.3,6.9,1.5,0.506,10.7,18.6,0.279,0.477,9.1,84.0,0.287
386,DEN,2015-12-14,1,HOU,1.0,114,108,120.8,114.5,94.4,0.305,0.305,0.613,66.7,61.9,8.5,10.6,0.561,16.2,41.7,0.268,0.575,10.7,88.1,0.092
387,DEN,2015-12-15,0,MIN,1.0,112,100,128.8,115.0,87.0,0.37,0.247,0.66,55.7,58.5,10.4,9.0,0.63,14.2,32.3,0.274,0.494,9.0,74.4,0.312
388,DEN,2015-12-18,0,UTA,0.0,88,97,98.8,108.9,89.1,0.316,0.354,0.489,53.0,48.4,11.2,8.3,0.43,13.5,30.6,0.253,0.534,14.3,85.3,0.26
389,DEN,2015-12-20,1,NOP,0.0,125,130,132.4,137.7,94.4,0.229,0.365,0.591,52.0,57.8,5.3,7.4,0.557,4.5,31.0,0.188,0.635,9.5,78.8,0.397
390,DEN,2015-12-22,1,LAL,0.0,107,111,113.3,117.6,94.4,0.211,0.278,0.544,52.4,63.4,2.1,8.6,0.506,10.9,31.0,0.178,0.518,10.1,73.8,0.286
391,DEN,2015-12-23,0,PHO,1.0,104,96,106.6,98.4,97.6,0.143,0.385,0.538,52.1,61.9,6.1,11.3,0.538,14.9,27.7,0.066,0.489,14.5,75.5,0.126
392,DEN,2015-12-26,0,SAS,0.0,86,101,95.6,112.3,89.9,0.07,0.209,0.485,46.8,65.8,6.7,4.2,0.471,14.5,20.5,0.058,0.525,11.1,73.7,0.198
393,DEN,2015-12-27,0,OKC,0.0,112,122,123.0,134.0,91.0,0.16,0.266,0.557,46.3,52.2,6.6,2.9,0.537,9.0,36.2,0.117,0.627,13.2,60.6,0.217
394,DEN,2015-12-29,1,CLE,0.0,87,93,89.4,95.6,97.3,0.124,0.27,0.464,54.2,48.6,8.2,9.4,0.444,16.1,25.5,0.09,0.465,11.1,81.6,0.151
395,DEN,2015-12-30,0,POR,0.0,103,110,108.1,115.5,95.3,0.218,0.31,0.54,48.4,54.1,9.4,9.1,0.494,12.8,25.5,0.195,0.54,12.8,72.7,0.184
396,DEN,2016-01-02,0,GSW,,108,111,108.6,111.6,90.1,0.219,0.286,0.469,52.5,61.4,7.0,0.0,0.443,10.1,38.7,0.143,0.558,11.9,75.7,0.174
397,DEN,2016-01-03,1,POR,0.0,106,112,115.0,121.5,92.2,0.6,0.275,0.524,50.0,58.8,7.6,10.9,0.469,7.3,30.6,0.388,0.577,9.8,78.8,0.282
398,DEN,2016-01-06,0,MIN,1.0,78,74,95.5,90.6,81.7,0.21,0.247,0.441,53.5,72.4,3.7,11.3,0.407,11.1,28.9,0.148,0.404,9.9,80.5,0.205
399,DEN,2016-01-08,0,MEM,0.0,84,91,94.0,101.9,89.3,0.218,0.218,0.44,57.8,59.4,2.2,6.3,0.391,15.1,37.3,0.184,0.415,6.8,78.4,0.28
400,DEN,2016-01-10,1,CHO,1.0,95,92,104.1,100.8,91.3,0.299,0.351,0.545,52.4,78.1,7.7,14.9,0.494,13.0,20.5,0.247,0.434,11.4,80.0,0.241
401,DEN,2016-01-13,1,GSW,1.0,112,110,111.8,109.8,100.2,0.425,0.253,0.542,55.7,59.5,7.0,4.8,0.454,11.2,28.9,0.379,0.534,11.8,83.7,0.182
402,DEN,2016-01-15,1,MIA,0.0,95,98,102.4,105.6,92.8,0.333,0.231,0.531,46.8,71.9,4.3,8.6,0.449,12.7,15.4,0.321,0.519,12.7,77.5,0.173
403,DEN,2016-01-17,1,IND,1.0,129,126,127.3,124.4,101.3,0.418,0.286,0.599,56.0,54.3,11.8,6.5,0.56,13.6,41.5,0.297,0.64,13.6,73.5,0.256
404,DEN,2016-01-19,1,OKC,0.0,104,110,101.4,107.3,102.6,0.434,0.241,0.526,48.0,60.0,4.9,8.7,0.464,14.7,25.0,0.325,0.454,10.6,69.2,0.227
405,DEN,2016-01-21,1,MEM,0.0,101,102,111.9,113.0,90.3,0.325,0.375,0.552,51.9,72.2,6.6,2.0,0.506,9.9,23.3,0.25,0.542,12.4,88.2,0.333
406,DEN,2016-01-23,1,DET,1.0,104,101,110.0,106.8,94.6,0.372,0.282,0.573,38.6,50.0,15.9,7.3,0.513,8.1,7.0,0.308,0.542,14.8,72.5,0.119
407,DEN,2016-01-25,1,ATL,0.0,105,119,106.0,120.1,99.0,0.44,0.238,0.524,50.6,54.5,10.1,5.1,0.429,13.0,27.3,0.393,0.552,12.6,75.6,0.279
408,DEN,2016-01-27,0,BOS,0.0,103,111,101.5,109.4,101.4,0.381,0.25,0.525,52.5,63.9,3.9,8.8,0.47,16.9,29.2,0.286,0.474,9.4,73.6,0.208
409,DEN,2016-01-28,0,WAS,1.0,117,113,116.7,112.7,100.3,0.407,0.222,0.612,48.8,61.0,9.0,8.3,0.562,13.6,19.4,0.321,0.506,12.2,72.7,0.273
410,DEN,2016-01-30,0,IND,,105,109,99.2,103.0,95.8,0.287,0.207,0.536,47.9,60.0,9.5,4.1,0.483,16.2,18.6,0.241,0.485,12.3,72.5,0.12
411,DEN,2016-02-01,1,TOR,1.0,112,93,114.4,95.0,97.9,0.181,0.265,0.625,58.3,62.2,6.1,9.4,0.602,17.5,21.2,0.145,0.423,11.2,82.4,0.346
412,DEN,2016-02-03,0,UTA,0.0,81,85,93.3,97.9,86.8,0.471,0.257,0.479,51.9,42.3,13.8,3.8,0.4,14.2,23.1,0.357,0.48,14.5,80.0,0.189
413,DEN,2016-02-05,1,CHI,1.0,115,110,115.2,110.2,99.9,0.506,0.207,0.541,54.5,56.4,5.0,9.9,0.483,8.6,31.0,0.356,0.489,8.7,76.1,0.204
414,DEN,2016-02-07,0,NYK,1.0,101,96,110.2,104.8,91.6,0.326,0.244,0.514,51.1,54.1,6.5,4.8,0.459,6.6,23.4,0.256,0.488,9.7,78.7,0.167
415,DET,2015-10-27,0,ATL,1.0,106,94,111.2,98.6,95.3,0.271,0.302,0.493,59.6,62.2,5.2,5.5,0.448,12.3,41.1,0.208,0.5,14.5,83.7,0.146
416,DET,2015-10-28,1,UTA,1.0,92,87,102.4,96.9,89.8,0.459,0.257,0.517,53.1,53.3,2.2,6.3,0.453,10.1,19.0,0.338,0.48,12.5,89.7,0.2
417,DET,2015-10-30,1,CHI,,98,94,92.7,88.9,95.7,0.269,0.269,0.421,55.0,46.2,8.5,3.2,0.404,10.7,32.3,0.135,0.446,16.6,83.7,0.226
418,DET,2015-11-03,1,IND,0.0,82,94,87.9,100.7,93.3,0.198,0.256,0.439,54.3,42.4,8.6,7.7,0.413,19.7,38.8,0.128,0.472,13.9,72.1,0.125
419,DET,2015-11-06,0,PHO,1.0,100,92,100.8,92.8,99.2,0.486,0.297,0.557,50.5,40.5,8.1,4.8,0.554,14.3,14.6,0.243,0.457,14.1,78.8,0.087
420,DET,2015-11-08,0,POR,1.0,120,103,124.3,106.7,96.5,0.229,0.313,0.568,53.5,34.0,13.5,9.8,0.547,7.8,35.3,0.156,0.599,20.8,80.0,0.158
421,DET,2015-11-09,0,GSW,0.0,95,109,98.5,113.0,96.4,0.176,0.224,0.519,50.0,37.5,9.3,4.3,0.506,17.9,30.0,0.106,0.538,14.2,69.0,0.121
422,DET,2015-11-11,0,SAC,0.0,92,101,96.0,105.3,95.9,0.225,0.36,0.47,49.5,47.1,10.4,5.2,0.433,14.1,26.4,0.169,0.561,17.6,81.6,0.243
423,DET,2015-11-14,0,LAC,0.0,96,101,105.4,110.9,91.1,0.473,0.365,0.537,50.0,45.5,8.8,3.3,0.493,14.4,26.2,0.311,0.513,12.6,73.8,0.253
424,DET,2015-11-15,0,LAL,0.0,85,97,87.1,99.4,97.6,0.156,0.281,0.414,50.0,45.7,7.2,3.6,0.401,8.9,23.5,0.083,0.453,14.8,82.9,0.387
425,DET,2015-11-17,1,CLE,1.0,104,99,106.0,100.9,98.1,0.369,0.25,0.533,54.5,55.6,11.2,2.1,0.47,11.7,22.9,0.298,0.544,13.6,92.5,0.15
426,DET,2015-11-20,0,MIN,1.0,96,86,98.9,88.6,97.0,0.149,0.322,0.518,52.9,32.5,11.3,7.8,0.494,13.1,19.0,0.115,0.448,16.2,86.0,0.221
427,DET,2015-11-21,1,WAS,0.0,95,97,106.4,108.7,89.3,0.266,0.329,0.538,47.5,55.6,3.4,3.4,0.506,12.8,19.5,0.19,0.532,11.2,76.9,0.179
428,DET,2015-11-23,0,MIL,0.0,88,109,97.7,121.0,90.1,0.264,0.308,0.433,51.6,61.3,7.8,4.3,0.374,14.3,40.0,0.22,0.572,11.7,68.4,0.169
429,DET,2015-11-25,1,MIA,1.0,104,81,119.7,93.2,86.9,0.071,0.316,0.514,55.7,58.5,6.9,11.9,0.5,6.5,35.3,0.061,0.443,13.1,78.3,0.139
430,DET,2015-11-27,0,OKC,0.0,87,103,94.1,111.4,92.5,0.222,0.322,0.44,39.6,54.8,9.7,1.8,0.394,7.5,22.0,0.178,0.513,16.6,67.6,0.278
431,DET,2015-11-29,0,BRK,0.0,83,87,83.3,87.3,99.7,0.208,0.238,0.376,50.0,55.9,11.0,1.4,0.366,11.3,30.2,0.089,0.457,17.8,82.1,0.16
432,DET,2015-11-30,1,HOU,1.0,116,105,120.1,108.7,96.6,0.435,0.271,0.573,50.5,48.9,8.3,13.1,0.576,9.8,32.6,0.212,0.46,13.8,66.7,0.273
433,DET,2015-12-02,1,PHO,,127,122,118.8,114.1,96.9,0.506,0.31,0.597,58.1,54.5,9.4,1.6,0.575,14.5,33.3,0.31,0.557,12.6,78.7,0.144
434,DET,2015-12-04,1,MIL,1.0,102,95,104.5,97.4,97.6,0.476,0.28,0.514,47.4,52.9,8.2,5.8,0.457,8.3,16.0,0.329,0.471,13.1,80.9,0.149
435,DET,2015-12-06,1,LAL,1.0,111,91,111.9,91.7,99.2,0.28,0.258,0.531,61.0,48.8,11.1,1.6,0.489,13.3,35.4,0.215,0.431,13.9,84.6,0.275
436,DET,2015-12-07,0,CHO,0.0,84,104,85.5,105.8,98.3,0.253,0.391,0.434,41.8,53.1,11.2,3.4,0.425,11.0,14.0,0.115,0.476,12.3,70.8,0.286
437,DET,2015-12-09,1,MEM,0.0,92,93,100.1,101.2,91.9,0.172,0.333,0.491,44.8,45.9,9.8,8.2,0.471,11.4,26.0,0.115,0.489,15.4,65.2,0.08
438,DET,2015-12-11,0,PHI,1.0,107,95,112.0,99.4,95.6,0.172,0.29,0.535,52.2,41.9,9.4,14.5,0.516,12.3,35.4,0.118,0.488,18.8,70.5,0.213
439,DET,2015-12-12,1,IND,1.0,118,96,118.7,96.6,99.4,0.211,0.322,0.6,58.2,57.8,11.1,9.1,0.572,12.5,26.3,0.167,0.518,15.1,87.8,0.134
440,DET,2015-12-14,1,LAC,,103,105,102.1,104.0,91.4,0.348,0.213,0.502,58.1,45.9,7.9,0.0,0.449,14.9,34.1,0.258,0.485,8.8,79.6,0.113
441,DET,2015-12-16,1,BOS,1.0,119,116,117.3,114.4,101.4,0.551,0.269,0.614,45.0,34.2,4.9,6.3,0.558,10.2,17.1,0.41,0.539,15.3,74.4,0.225
442,DET,2015-12-18,0,CHI,,147,144,112.5,110.2,92.2,0.371,0.234,0.51,50.8,50.0,5.4,4.1,0.484,7.1,31.1,0.218,0.438,10.3,69.2,0.325
443,DET,2015-12-22,0,MIA,1.0,93,92,109.3,108.1,85.1,0.179,0.385,0.553,51.8,45.7,3.5,4.3,0.545,16.0,29.3,0.103,0.466,5.1,73.8,0.114
444,DET,2015-12-23,0,ATL,0.0,100,107,100.5,107.5,99.5,0.371,0.236,0.483,52.3,47.4,7.0,13.0,0.466,11.9,28.9,0.191,0.517,11.7,76.7,0.169
445,DET,2015-12-26,1,BOS,0.0,93,99,97.3,103.6,95.6,0.275,0.275,0.456,52.0,45.7,11.5,3.3,0.418,12.8,33.3,0.187,0.488,12.9,75.0,0.202
446,DET,2015-12-29,0,NYK,0.0,96,108,109.5,123.2,87.7,0.191,0.303,0.498,52.0,56.8,6.8,6.3,0.472,9.4,33.3,0.135,0.595,10.4,80.0,0.177
447,DET,2015-12-31,1,MIN,1.0,115,90,114.5,89.6,100.5,0.326,0.407,0.585,59.1,58.5,7.0,4.2,0.558,14.0,28.6,0.221,0.436,13.7,87.0,0.174
448,DET,2016-01-02,0,IND,0.0,82,94,86.7,99.4,94.6,0.247,0.215,0.398,50.5,51.5,5.3,3.6,0.371,8.8,22.6,0.14,0.5,13.2,85.7,0.288
449,DET,2016-01-04,1,ORL,1.0,115,89,132.4,102.4,86.9,0.239,0.341,0.591,64.3,58.1,6.9,9.8,0.568,9.3,41.9,0.17,0.481,8.5,87.8,0.136
450,DET,2016-01-06,0,BOS,1.0,99,94,104.8,99.5,94.5,0.486,0.365,0.551,54.7,54.5,4.2,7.9,0.514,16.7,29.7,0.311,0.407,8.9,73.5,0.22
451,DET,2016-01-09,1,BRK,1.0,103,89,109.7,94.8,93.9,0.152,0.293,0.525,55.3,53.5,10.7,6.8,0.511,8.4,25.0,0.098,0.494,13.9,87.8,0.098
452,DET,2016-01-12,1,SAS,0.0,99,109,98.6,108.5,100.4,0.286,0.253,0.483,45.6,57.9,8.0,2.8,0.451,10.5,22.4,0.187,0.512,14.9,73.2,0.259
453,DET,2016-01-14,0,MEM,0.0,101,103,109.8,112.0,92.0,0.236,0.444,0.635,54.7,48.6,3.3,3.3,0.618,20.1,25.0,0.167,0.546,14.7,84.4,0.263
454,DET,2016-01-16,1,GSW,1.0,113,95,114.8,96.5,98.5,0.198,0.228,0.515,54.8,46.8,8.1,15.9,0.505,7.6,34.0,0.109,0.415,10.3,74.1,0.181
455,DET,2016-01-18,1,CHI,0.0,101,111,108.0,118.7,93.5,0.211,0.274,0.487,56.8,42.9,8.6,3.2,0.468,9.6,38.5,0.126,0.577,9.7,83.3,0.167
456,DET,2016-01-20,0,HOU,1.0,123,114,120.6,111.8,102.0,0.738,0.375,0.58,52.0,60.5,7.8,9.9,0.55,8.6,27.5,0.438,0.516,11.2,77.6,0.168
457,DET,2016-01-21,0,NOP,0.0,99,115,107.9,125.4,91.7,0.22,0.33,0.496,50.0,44.7,5.5,2.7,0.456,13.1,35.3,0.176,0.564,8.7,70.3,0.209
458,DET,2016-01-23,0,DEN,0.0,101,104,106.8,110.0,94.6,0.226,0.345,0.547,61.4,57.5,4.2,8.9,0.542,14.8,27.5,0.119,0.513,8.1,93.0,0.308
459,DET,2016-01-25,0,UTA,1.0,95,92,104.1,100.8,91.2,0.44,0.293,0.531,46.2,55.9,7.7,1.8,0.527,10.0,15.9,0.213,0.453,12.3,74.5,0.176
460,DET,2016-01-27,1,PHI,1.0,110,97,117.6,103.7,93.5,0.418,0.231,0.511,57.3,38.5,9.6,3.2,0.456,8.5,42.0,0.297,0.518,15.2,76.9,0.146
461,DET,2016-01-29,1,CLE,0.0,106,114,115.2,123.9,92.0,0.31,0.274,0.555,45.3,50.0,5.4,6.7,0.518,8.6,19.6,0.226,0.524,6.8,75.0,0.325
462,DET,2016-01-30,0,TOR,0.0,107,111,109.6,113.7,97.6,0.391,0.333,0.525,46.4,23.1,10.2,9.4,0.5,9.7,23.8,0.23,0.487,11.6,69.0,0.449
463,DET,2016-02-01,0,BRK,1.0,105,100,115.7,110.1,90.8,0.163,0.306,0.5,55.7,42.9,5.5,6.1,0.48,7.9,37.3,0.112,0.53,11.0,81.1,0.159
464,DET,2016-02-03,0,BOS,0.0,95,102,92.3,99.1,102.9,0.329,0.4,0.488,49.5,56.3,2.9,6.7,0.441,14.1,17.3,0.235,0.474,9.0,86.7,0.115
465,DET,2016-02-04,1,NYK,1.0,111,105,111.8,105.7,99.3,0.418,0.215,0.593,49.4,42.5,7.0,4.8,0.563,12.2,10.3,0.278,0.464,8.3,82.6,0.321
466,DET,2016-02-06,0,IND,0.0,104,112,109.8,118.2,94.7,0.388,0.413,0.555,47.5,36.8,7.4,4.6,0.55,12.2,24.4,0.2,0.579,15.3,77.1,0.316
467,GSW,2015-10-27,1,NOP,1.0,111,95,110.9,94.9,100.1,0.229,0.313,0.525,62.9,70.7,8.0,10.8,0.474,15.9,45.7,0.208,0.458,15.9,81.4,0.229
468,GSW,2015-10-30,0,HOU,1.0,112,92,113.6,93.3,98.6,0.269,0.28,0.538,49.0,60.5,9.1,6.8,0.511,7.1,22.9,0.183,0.396,14.1,75.0,0.329
469,GSW,2015-10-31,0,NOP,1.0,134,120,127.3,114.0,105.3,0.417,0.357,0.674,44.2,56.5,9.5,5.1,0.649,9.1,8.6,0.298,0.5,12.0,68.6,0.2
470,GSW,2015-11-02,1,MEM,1.0,119,69,117.6,68.2,101.2,0.357,0.298,0.612,59.6,74.4,7.9,17.8,0.577,12.6,23.3,0.262,0.286,9.5,83.3,0.146
471,GSW,2015-11-04,1,LAC,1.0,112,108,114.9,110.8,97.5,0.365,0.306,0.568,50.6,71.8,6.2,7.6,0.518,10.8,22.5,0.282,0.534,10.1,76.7,0.159
472,GSW,2015-11-06,1,DEN,1.0,119,104,110.2,96.3,108.0,0.194,0.398,0.59,54.6,87.0,9.3,8.8,0.586,16.5,27.1,0.108,0.467,15.7,81.6,0.196
473,GSW,2015-11-07,0,SAC,1.0,103,94,103.4,94.3,99.6,0.239,0.424,0.506,50.5,71.1,13.0,2.9,0.457,15.0,31.9,0.207,0.471,18.3,70.5,0.138
474,GSW,2015-11-09,1,DET,1.0,109,95,113.0,98.5,96.4,0.143,0.231,0.563,50.0,67.4,13.5,6.1,0.538,14.2,31.0,0.121,0.506,17.9,70.0,0.106
475,GSW,2015-11-11,0,MEM,1.0,100,84,104.0,87.4,96.1,0.307,0.36,0.587,46.8,61.1,12.5,14.5,0.553,21.3,18.4,0.227,0.364,19.7,74.4,0.471
476,GSW,2015-11-12,0,MIN,1.0,129,116,130.9,117.7,98.5,0.18,0.427,0.672,41.3,70.8,8.1,9.0,0.64,10.3,15.8,0.169,0.511,11.2,64.3,0.31
477,GSW,2015-11-14,1,BRK,,107,99,104.3,96.5,93.0,0.103,0.351,0.528,50.0,72.1,8.8,12.5,0.505,12.1,22.0,0.093,0.429,10.3,78.0,0.153
478,GSW,2015-11-17,1,TOR,1.0,115,110,115.5,110.4,99.6,0.338,0.363,0.626,45.9,72.1,10.0,9.8,0.606,17.9,24.3,0.225,0.506,15.8,67.6,0.38
479,GSW,2015-11-19,0,LAC,1.0,124,117,126.7,119.5,97.9,0.493,0.411,0.698,55.7,81.6,4.1,6.8,0.637,17.6,23.5,0.425,0.574,9.2,80.0,0.182
480,GSW,2015-11-20,1,CHI,1.0,106,94,114.8,101.8,92.3,0.304,0.367,0.592,53.3,51.3,7.6,9.1,0.557,14.3,28.2,0.228,0.438,10.9,71.7,0.193
481,GSW,2015-11-22,0,DEN,1.0,118,105,113.8,101.3,103.7,0.146,0.326,0.623,52.9,74.5,14.5,11.3,0.612,18.1,28.2,0.101,0.453,15.8,72.9,0.314
482,GSW,2015-11-24,1,LAL,1.0,111,77,118.7,82.4,93.5,0.163,0.38,0.563,51.6,71.1,9.6,9.7,0.554,7.5,24.5,0.098,0.392,13.5,81.8,0.145
483,GSW,2015-11-27,0,PHO,1.0,135,116,127.2,109.3,106.1,0.383,0.469,0.713,63.9,69.6,6.6,13.6,0.704,19.6,32.4,0.259,0.543,12.1,85.7,0.174
484,GSW,2015-11-28,1,SAC,1.0,120,101,126.4,106.4,94.9,0.388,0.375,0.641,50.0,82.1,8.4,9.3,0.588,13.0,31.0,0.325,0.44,11.6,64.8,0.13
485,GSW,2015-11-30,0,UTA,1.0,106,103,117.9,114.5,89.9,0.183,0.354,0.598,56.3,52.5,2.2,7.1,0.573,14.5,35.9,0.146,0.483,7.5,75.6,0.191
486,GSW,2015-12-02,0,CHO,1.0,116,99,117.9,100.6,98.4,0.125,0.386,0.625,56.4,67.4,2.0,14.3,0.614,16.2,28.2,0.091,0.42,6.9,76.4,0.213
487,GSW,2015-12-05,0,TOR,1.0,112,109,121.4,118.2,92.2,0.493,0.411,0.63,53.1,62.9,2.2,7.0,0.589,11.9,22.9,0.356,0.484,5.5,76.1,0.231
488,GSW,2015-12-06,0,BRK,1.0,114,98,116.4,100.1,97.9,0.267,0.384,0.593,50.0,56.8,9.2,12.5,0.593,11.1,22.2,0.14,0.466,11.6,76.6,0.169
489,GSW,2015-12-08,0,IND,1.0,131,123,123.7,116.1,105.9,0.158,0.368,0.645,51.1,55.8,9.4,9.0,0.632,12.9,26.3,0.116,0.51,12.6,69.2,0.21
490,GSW,2015-12-11,0,BOS,,124,119,102.2,98.1,100.4,0.364,0.29,0.499,56.8,66.7,8.2,13.6,0.435,12.7,29.8,0.29,0.482,11.0,82.0,0.079
491,GSW,2015-12-12,0,MIL,0.0,95,108,94.0,106.9,101.1,0.281,0.303,0.475,52.7,63.9,8.9,10.5,0.438,13.8,29.4,0.191,0.522,14.0,81.0,0.156
492,GSW,2015-12-16,1,PHO,1.0,128,103,118.2,95.1,108.3,0.307,0.364,0.641,54.4,69.6,11.1,5.8,0.608,14.5,20.9,0.239,0.478,16.8,85.1,0.176
493,GSW,2015-12-18,1,MIL,1.0,121,112,120.1,111.2,100.7,0.425,0.299,0.586,52.9,73.8,6.9,5.5,0.534,12.7,35.7,0.322,0.484,13.4,68.9,0.264
494,GSW,2015-12-23,1,UTA,1.0,103,85,112.3,92.6,91.8,0.193,0.277,0.572,50.0,66.7,10.9,15.0,0.524,14.3,24.3,0.193,0.456,18.1,72.1,0.15
495,GSW,2015-12-25,1,CLE,1.0,89,83,92.8,86.5,95.9,0.346,0.231,0.495,47.1,65.6,7.3,15.4,0.442,15.1,17.4,0.256,0.342,9.4,70.7,0.189
496,GSW,2015-12-28,1,SAC,1.0,122,103,116.3,98.2,104.9,0.27,0.472,0.613,55.1,76.7,11.4,12.5,0.596,15.3,27.1,0.18,0.458,11.5,78.0,0.168
497,GSW,2015-12-30,0,DAL,0.0,91,114,97.6,122.2,93.3,0.296,0.235,0.497,41.6,60.6,9.7,0.0,0.451,11.6,16.7,0.222,0.598,14.2,70.7,0.195
498,GSW,2015-12-31,0,HOU,1.0,114,110,114.3,110.3,99.7,0.321,0.274,0.594,56.6,81.4,8.0,10.4,0.577,15.8,29.3,0.202,0.538,14.2,88.6,0.333
499,GSW,2016-01-02,1,DEN,,111,108,111.6,108.6,90.1,0.267,0.326,0.577,47.5,79.1,9.0,6.7,0.558,11.9,24.3,0.174,0.443,10.1,61.3,0.143
500,GSW,2016-01-04,1,CHO,1.0,111,101,115.9,105.5,95.7,0.069,0.391,0.619,47.4,71.1,4.2,13.8,0.603,10.9,8.3,0.069,0.483,10.4,81.0,0.209
501,GSW,2016-01-05,0,LAL,1.0,109,88,113.5,91.6,96.0,0.244,0.36,0.572,50.9,65.0,9.4,12.9,0.541,9.5,21.3,0.186,0.346,10.3,74.6,0.275
502,GSW,2016-01-08,0,POR,1.0,128,108,123.5,104.2,103.6,0.241,0.368,0.665,51.6,78.3,5.8,7.9,0.632,13.5,13.2,0.207,0.458,7.7,78.2,0.208
503,GSW,2016-01-09,0,SAC,1.0,128,116,124.0,112.4,103.2,0.172,0.425,0.684,58.5,71.4,4.8,11.6,0.672,16.1,25.0,0.126,0.511,8.7,84.8,0.239
504,GSW,2016-01-11,1,MIA,1.0,111,103,113.6,105.4,97.7,0.349,0.267,0.559,51.0,61.0,5.1,1.4,0.517,8.3,19.1,0.256,0.489,9.3,81.6,0.154
505,GSW,2016-01-13,0,DEN,0.0,110,112,109.8,111.8,100.2,0.227,0.295,0.568,44.3,59.5,9.0,16.9,0.534,11.8,16.3,0.182,0.454,11.2,71.1,0.379
506,GSW,2016-01-14,1,LAL,1.0,116,98,113.7,96.1,102.0,0.233,0.384,0.612,50.0,60.5,11.8,6.0,0.576,16.7,27.9,0.198,0.467,17.3,68.6,0.156
507,GSW,2016-01-16,0,DET,0.0,95,113,96.5,114.8,98.5,0.245,0.266,0.456,45.2,52.9,6.1,11.5,0.415,10.3,25.9,0.181,0.505,7.6,66.0,0.109
